work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary_in_usd,salary_group,nd_work_year,nd_experience_level,nd_employment_type,nd_job_title,nd_employee_residence,nd_remote_ratio,nd_company_location,nd_company_size
2021,SE,FT,Lead Data Analyst,US,100,US,L,170000,H,0.132622125,0.557040111,0.519729373,0.217207094,0.745382238,1,0.913960871,1
2021,SE,FT,Data Analyst,BG,100,US,S,80000,M,0.132622125,0.557040111,0.519729373,0.21191818,0.387755102,1,0.913960871,0
2021,SE,FT,Marketing Data Analyst,GR,100,DK,L,88654,M,0.132622125,0.557040111,0.519729373,0.208325513,0.267580357,1,0.328249729,1
2021,EN,FT,Data Science Consultant,DE,100,DE,S,76833,M,0.132622125,0,0.519729373,0.160193083,0.414982993,1,0.505273978,0
2021,MI,FT,Lead Data Analyst,IN,100,IN,L,19609,L,0.132622125,0.189836079,0.519729373,0.217207094,0.170011905,1,0.160141694,1
2021,SE,FT,Lead Data Engineer,US,0,US,L,276000,H,0.132622125,0.557040111,0.519729373,0.336132445,0.745382238,0.625941503,0.913960871,1
2021,EN,FT,Data Scientist,IN,50,IN,L,29751,L,0.132622125,0,0.519729373,0.245068968,0.170011905,0,0.160141694,1
2021,MI,FT,Cloud Data Engineer,SG,50,SG,L,89294,M,0.132622125,0.189836079,0.519729373,0.298400114,0.511104592,0,0.555661238,1
2021,EN,PT,AI Scientist,BR,100,US,S,12000,L,0.132622125,0,0,0.15197182,0.258340136,1,0.913960871,0
2021,MI,FT,Financial Data Analyst,US,100,US,L,450000,H,0.132622125,0.189836079,0.519729373,0.674667347,0.745382238,1,0.913960871,1
2021,EN,FT,Computer Vision Software Engineer,US,100,US,M,70000,L,0.132622125,0,0.519729373,0.249854643,0.745382238,1,0.913960871,0.915551539
2021,MI,FT,Computer Vision Software Engineer,DE,100,US,S,95746,M,0.132622125,0.189836079,0.519729373,0.249854643,0.414982993,1,0.913960871,0
2021,MI,FT,Data Analyst,US,0,US,L,75000,M,0.132622125,0.189836079,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,1
2021,SE,FT,Data Engineer,US,100,US,L,150000,H,0.132622125,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,1
2021,MI,FT,BI Data Analyst,HU,50,US,L,36259,L,0.132622125,0.189836079,0.519729373,0.173542864,0.16325,0,0.913960871,1
2021,MI,FT,Data Analyst,US,0,US,L,62000,L,0.132622125,0.189836079,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,1
2021,MI,FT,Data Scientist,US,0,US,L,73000,L,0.132622125,0.189836079,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,1
2021,MI,FT,Data Analyst,GB,50,GB,L,51519,L,0.132622125,0.189836079,0.519729373,0.21191818,0.395255458,0,0.505859935,1
2021,MI,FT,Research Scientist,CA,100,CA,L,187442,H,0.132622125,0.189836079,0.519729373,0.259291375,0.475467498,1,0.626201024,1
2021,SE,FT,Data Engineer,US,100,US,S,115000,M,0.132622125,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0
2021,SE,FT,Data Engineer,US,100,US,M,150000,H,0.132622125,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2021,EN,FT,Data Engineer,IN,100,IN,L,30428,L,0.132622125,0,0.519729373,0.261119577,0.170011905,1,0.160141694,1
2021,SE,FT,Machine Learning Engineer,DE,50,DE,L,94564,M,0.132622125,0.557040111,0.519729373,0.239635348,0.414982993,0,0.505273978,1
2021,SE,FT,Director of Data Engineering,GB,100,GB,M,113476,M,0.132622125,0.557040111,0.519729373,0.378709731,0.395255458,1,0.505859935,0.915551539
2021,SE,FT,Lead Data Engineer,GB,100,GB,S,103160,M,0.132622125,0.557040111,0.519729373,0.336132445,0.395255458,1,0.505859935,0
2021,EN,PT,AI Scientist,PK,100,US,M,12000,L,0.132622125,0,0,0.15197182,0.119708333,1,0.913960871,0.915551539
2021,MI,FT,Data Engineer,NL,100,NL,L,45391,L,0.132622125,0.189836079,0.519729373,0.261119577,0.290594898,1,0.331894137,1
2021,EN,FT,Machine Learning Scientist,US,100,US,L,225000,H,0.132622125,0,0.519729373,0.382900266,0.745382238,1,0.913960871,1
2021,MI,FT,Data Scientist,NG,100,NG,L,50000,L,0.132622125,0.189836079,0.519729373,0.245068968,0.132653061,1,0.169381107,1
2021,MI,FT,Data Science Engineer,GR,100,GR,M,40189,L,0.132622125,0.189836079,0.519729373,0.176165963,0.267580357,1,0.312877524,0.915551539
2021,EN,FT,Data Analyst,US,100,US,S,90000,M,0.132622125,0,0.519729373,0.21191818,0.745382238,1,0.913960871,0
2021,MI,FT,Data Engineer,US,100,US,L,200000,H,0.132622125,0.189836079,0.519729373,0.261119577,0.745382238,1,0.913960871,1
2021,MI,FT,Big Data Engineer,ES,50,RO,M,60000,L,0.132622125,0.189836079,0.519729373,0.116531654,0.273435714,0,0.364820847,0.915551539
2021,SE,FT,Principal Data Engineer,US,100,US,M,200000,H,0.132622125,0.557040111,0.519729373,0.808137154,0.745382238,1,0.913960871,0.915551539
2021,EN,FT,Data Analyst,US,100,US,M,50000,L,0.132622125,0,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2021,EN,FT,Applied Data Scientist,GB,0,GB,L,110037,M,0.132622125,0,0.519729373,0.426050637,0.395255458,0.625941503,0.505859935,1
2021,EN,PT,Data Analyst,ES,50,ES,M,10354,L,0.132622125,0,0,0.21191818,0.273435714,0,0.319610051,0.915551539
2021,MI,FT,Principal Data Scientist,US,100,US,L,151000,H,0.132622125,0.189836079,0.519729373,0.525120507,0.745382238,1,0.913960871,1
2021,SE,FT,Machine Learning Scientist,US,50,US,S,120000,M,0.132622125,0.557040111,0.519729373,0.382900266,0.745382238,0,0.913960871,0
2021,MI,FT,Data Scientist,IN,0,IN,S,9466,L,0.132622125,0.189836079,0.519729373,0.245068968,0.170011905,0.625941503,0.160141694,0
2021,EN,FT,Machine Learning Engineer,IN,100,IN,S,20000,L,0.132622125,0,0.519729373,0.239635348,0.170011905,1,0.160141694,0
2021,SE,FT,Lead Data Scientist,IN,50,IN,L,40570,L,0.132622125,0.557040111,0.519729373,0.274733415,0.170011905,0,0.160141694,1
2021,EN,FT,Machine Learning Developer,IQ,50,IQ,S,100000,M,0.132622125,0,0.519729373,0.201335032,0.489795918,0,0.625407166,0
2021,EN,FT,Data Scientist,FR,50,FR,M,49646,L,0.132622125,0,0.519729373,0.245068968,0.285135771,0,0.390688382,0.915551539
2021,MI,FT,Applied Machine Learning Scientist,VN,100,US,M,38400,L,0.132622125,0.189836079,0.519729373,0.341999069,0.136734694,1,0.913960871,0.915551539
2021,SE,FT,Computer Vision Engineer,BR,100,BR,M,24000,L,0.132622125,0.557040111,0.519729373,0.097625656,0.258340136,1,0.095131379,0.915551539
2021,EN,FT,Data Scientist,US,0,US,S,100000,M,0.132622125,0,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0
2021,MI,FT,Data Analyst,US,100,US,M,90000,M,0.132622125,0.189836079,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2021,MI,FT,ML Engineer,JP,50,JP,S,63711,L,0.132622125,0.189836079,0.519729373,0.280524336,0.507845481,0,0.717441911,0
2021,MI,FT,ML Engineer,JP,50,JP,S,77364,M,0.132622125,0.189836079,0.519729373,0.280524336,0.507845481,0,0.717441911,0
2021,SE,FT,Principal Data Scientist,US,0,US,L,220000,H,0.132622125,0.557040111,0.519729373,0.525120507,0.745382238,0.625941503,0.913960871,1
2021,EN,FT,Data Scientist,US,100,US,M,80000,M,0.132622125,0,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2021,MI,FT,Data Analyst,US,100,US,L,135000,H,0.132622125,0.189836079,0.519729373,0.21191818,0.745382238,1,0.913960871,1
2021,SE,FT,Data Science Manager,US,0,US,L,240000,H,0.132622125,0.557040111,0.519729373,0.382690051,0.745382238,0.625941503,0.913960871,1
2021,SE,FT,Data Engineering Manager,US,0,US,L,150000,H,0.132622125,0.557040111,0.519729373,0.294846981,0.745382238,0.625941503,0.913960871,1
2021,MI,FT,Data Scientist,US,100,US,S,82500,M,0.132622125,0.189836079,0.519729373,0.245068968,0.745382238,1,0.913960871,0
2021,MI,FT,Data Engineer,US,100,US,L,100000,M,0.132622125,0.189836079,0.519729373,0.261119577,0.745382238,1,0.913960871,1
2021,SE,FT,Machine Learning Engineer,BE,50,BE,M,82744,M,0.132622125,0.557040111,0.519729373,0.239635348,0.416831633,0,0.532241042,0.915551539
2021,MI,FT,Research Scientist,FR,50,FR,M,62649,L,0.132622125,0.189836079,0.519729373,0.259291375,0.285135771,0,0.390688382,0.915551539
2021,MI,FT,Data Engineer,US,100,US,L,90000,M,0.132622125,0.189836079,0.519729373,0.261119577,0.745382238,1,0.913960871,1
2021,SE,FT,Data Engineering Manager,US,100,US,L,153000,H,0.132622125,0.557040111,0.519729373,0.294846981,0.745382238,1,0.913960871,1
2021,SE,FT,Cloud Data Engineer,BR,100,US,S,160000,H,0.132622125,0.557040111,0.519729373,0.298400114,0.258340136,1,0.913960871,0
2021,SE,FT,Director of Data Science,JP,0,JP,S,168000,H,0.132622125,0.557040111,0.519729373,0.474647827,0.507845481,0.625941503,0.717441911,0
2021,MI,FT,Data Scientist,US,100,US,M,150000,H,0.132622125,0.189836079,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2021,MI,FT,Data Scientist,CA,100,CA,L,75774,M,0.132622125,0.189836079,0.519729373,0.245068968,0.475467498,1,0.626201024,1
2021,EN,FT,Data Scientist,UA,100,UA,L,13400,L,0.132622125,0,0.519729373,0.245068968,0.047959184,1,0.061237785,1
2021,SE,FT,Data Science Manager,US,100,US,L,144000,H,0.132622125,0.557040111,0.519729373,0.382690051,0.745382238,1,0.913960871,1
2021,SE,FT,Data Science Engineer,CA,50,CA,L,127221,M,0.132622125,0.557040111,0.519729373,0.176165963,0.475467498,0,0.626201024,1
2021,MI,FT,Data Scientist,SG,100,IL,M,119059,M,0.132622125,0.189836079,0.519729373,0.245068968,0.511104592,1,0.749570033,0.915551539
2021,MI,FT,Applied Machine Learning Scientist,US,50,US,L,423000,H,0.132622125,0.189836079,0.519729373,0.341999069,0.745382238,0,0.913960871,1
2021,SE,FT,Data Analytics Manager,US,100,US,M,120000,M,0.132622125,0.557040111,0.519729373,0.304624693,0.745382238,1,0.913960871,0.915551539
2021,EN,FT,Machine Learning Engineer,US,100,US,S,125000,M,0.132622125,0,0.519729373,0.239635348,0.745382238,1,0.913960871,0
2021,EX,FT,Head of Data,RU,50,RU,L,230000,H,0.132622125,1,0.519729373,0.387279994,0.519132653,0,1,1
2021,EX,FT,Head of Data Science,RU,0,RU,M,85000,M,0.132622125,1,0.519729373,0.353635968,0.519132653,0.625941503,1,0.915551539
2021,MI,FT,Data Engineer,MT,50,MT,L,28369,L,0.132622125,0.189836079,0.519729373,0.261119577,0.124331633,0,0.1587557,1
2021,EN,FT,Data Science Consultant,DE,50,DE,L,63831,L,0.132622125,0,0.519729373,0.160193083,0.414982993,0,0.505273978,1
2021,EX,FT,Director of Data Science,DE,50,DE,M,130026,H,0.132622125,1,0.519729373,0.474647827,0.414982993,0,0.505273978,0.915551539
2021,SE,FT,Data Specialist,US,100,US,L,165000,H,0.132622125,0.557040111,0.519729373,0.399385872,0.745382238,1,0.913960871,1
2021,EN,FT,Data Engineer,US,100,US,L,80000,M,0.132622125,0,0.519729373,0.261119577,0.745382238,1,0.913960871,1
2021,EX,FT,Director of Data Science,US,0,US,L,250000,H,0.132622125,1,0.519729373,0.474647827,0.745382238,0.625941503,0.913960871,1
2021,EN,FT,BI Data Analyst,US,50,US,S,55000,L,0.132622125,0,0.519729373,0.173542864,0.745382238,0,0.913960871,0
2021,MI,FT,Data Architect,US,100,US,L,150000,H,0.132622125,0.189836079,0.519729373,0.431603587,0.745382238,1,0.913960871,1
2021,MI,FT,Data Architect,US,100,US,L,170000,H,0.132622125,0.189836079,0.519729373,0.431603587,0.745382238,1,0.913960871,1
2021,MI,FT,Data Engineer,GB,100,GB,L,82528,M,0.132622125,0.189836079,0.519729373,0.261119577,0.395255458,1,0.505859935,1
2021,EN,FT,Data Analyst,US,100,US,S,60000,L,0.132622125,0,0.519729373,0.21191818,0.745382238,1,0.913960871,0
2021,SE,FT,Principal Data Scientist,US,100,US,L,235000,H,0.132622125,0.557040111,0.519729373,0.525120507,0.745382238,1,0.913960871,1
2021,SE,FT,Research Scientist,PT,50,PT,L,60757,L,0.132622125,0.557040111,0.519729373,0.259291375,0.198278061,0,0.285301303,1
2021,SE,FT,Data Engineering Manager,US,100,US,L,174000,H,0.132622125,0.557040111,0.519729373,0.294846981,0.745382238,1,0.913960871,1
2021,MI,FT,Data Scientist,MX,0,MX,S,2859,L,0.132622125,0.189836079,0.519729373,0.245068968,0.072372449,0.625941503,0.183213898,0
2021,MI,FT,Data Scientist,CL,100,CL,L,40038,L,0.132622125,0.189836079,0.519729373,0.245068968,0.183867347,1,0.234775244,1
2021,EN,FT,Machine Learning Engineer,US,50,US,S,81000,M,0.132622125,0,0.519729373,0.239635348,0.745382238,0,0.913960871,0
2021,MI,FT,Data Scientist,IN,100,US,S,5679,L,0.132622125,0.189836079,0.519729373,0.245068968,0.170011905,1,0.913960871,0
2021,MI,FT,Big Data Engineer,IN,0,IN,L,22611,L,0.132622125,0.189836079,0.519729373,0.116531654,0.170011905,0.625941503,0.160141694,1
2021,MI,FT,Data Scientist,DE,50,DE,L,90734,M,0.132622125,0.189836079,0.519729373,0.245068968,0.414982993,0,0.505273978,1
2021,MI,FT,Data Engineer,RO,0,US,L,26005,L,0.132622125,0.189836079,0.519729373,0.261119577,0.241933673,0.625941503,0.913960871,1
2021,SE,FT,Finance Data Analyst,GB,50,GB,L,61896,L,0.132622125,0.557040111,0.519729373,0.141362043,0.395255458,0,0.505859935,1
2021,MI,FL,Machine Learning Scientist,PK,50,PK,M,12000,L,0.132622125,0.189836079,0.098541627,0.382900266,0.119708333,0,0.060803474,0.915551539
2021,MI,FT,Data Engineer,IR,100,IR,M,4000,L,0.132622125,0.189836079,0.519729373,0.261119577,0,1,0,0.915551539
2021,SE,FT,Data Analytics Engineer,VN,100,GB,M,50000,L,0.132622125,0.557040111,0.519729373,0.148627597,0.136734694,1,0.505859935,0.915551539
2021,EX,FT,Data Science Consultant,FR,100,ES,S,69741,L,0.132622125,1,0.519729373,0.160193083,0.285135771,1,0.319610051,0
2021,SE,FT,Data Engineer,RO,50,GB,S,76833,M,0.132622125,0.557040111,0.519729373,0.261119577,0.241933673,0,0.505859935,0
2021,MI,FT,Machine Learning Engineer,JP,50,JP,S,74000,L,0.132622125,0.189836079,0.519729373,0.239635348,0.507845481,0,0.717441911,0
2021,SE,FT,Data Science Manager,US,100,FR,L,152000,H,0.132622125,0.557040111,0.519729373,0.382690051,0.745382238,1,0.390688382,1
2021,EN,FT,Machine Learning Engineer,CO,50,CO,M,21844,L,0.132622125,0,0.519729373,0.239635348,0.091040816,0,0.116247557,0.915551539
2021,MI,FT,Big Data Engineer,MD,0,MD,S,18000,L,0.132622125,0.189836079,0.519729373,0.116531654,0.071428571,0.625941503,0.091205212,0
2021,SE,FT,Data Science Manager,US,100,US,L,174000,H,0.132622125,0.557040111,0.519729373,0.382690051,0.745382238,1,0.913960871,1
2021,SE,FT,Research Scientist,CA,50,CA,L,96113,M,0.132622125,0.557040111,0.519729373,0.259291375,0.475467498,0,0.626201024,1
2021,MI,FT,Data Scientist,US,50,US,L,147000,H,0.132622125,0.189836079,0.519729373,0.245068968,0.745382238,0,0.913960871,1
